Unique Name	Descriptor	Wide Peak Limits	Peak Limits	Region Limits	q values	Residual q values after removing segments shared with higher peaks	Broad or Focal	Amplitude Threshold	TCGA-DB-5279-01	TCGA-DB-A4XG-01	TCGA-S9-A6U2-01	TCGA-VM-A8CA-01	TCGA-DU-8168-01	TCGA-EZ-7264-01	TCGA-S9-A6TZ-01	TCGA-W9-A837-01	TCGA-E1-A7YO-01	TCGA-P5-A5F0-01	TCGA-FG-8182-01	TCGA-CS-5393-01	TCGA-DU-8162-01	TCGA-TQ-A7RO-01	TCGA-HT-8010-01	TCGA-CS-5396-01	TCGA-CS-6669-01	TCGA-TM-A7C4-01	TCGA-DU-7300-01	TCGA-HT-8113-01	TCGA-DU-A76R-01	TCGA-CS-5390-01	TCGA-DU-6410-01	TCGA-DU-A7TG-01	TCGA-DB-A4XH-01	TCGA-HT-7688-01	TCGA-CS-6668-01	TCGA-P5-A5F6-01	TCGA-DU-7309-01	TCGA-E1-5307-01	TCGA-E1-A7Z3-01	TCGA-HW-7491-01	TCGA-R8-A6MK-01	TCGA-DB-A64W-01	TCGA-TQ-A7RQ-01	TCGA-DH-A7UU-01	TCGA-FG-8181-01	TCGA-VM-A8CB-01	TCGA-TM-A84O-01	TCGA-HW-8322-01	TCGA-DU-7009-01	TCGA-HT-A5R7-01	TCGA-TM-A7C5-01	TCGA-DU-A7TC-01	TCGA-S9-A7QZ-01	TCGA-HT-7603-01	TCGA-DB-A4XE-01	TCGA-S9-A89V-01	TCGA-HT-8019-01	TCGA-HT-7881-01	TCGA-P5-A77X-01	TCGA-HW-8319-01	TCGA-HT-7474-01	TCGA-FG-7641-01	TCGA-DU-7018-01	TCGA-P5-A5F4-01	TCGA-S9-A6WI-01	TCGA-RY-A847-01	TCGA-HT-8015-01	TCGA-DU-6393-01	TCGA-HT-7605-01	TCGA-P5-A72Z-01	TCGA-HT-7856-01	TCGA-WY-A85A-01	TCGA-HT-8012-01	TCGA-RY-A843-01	TCGA-FG-5962-01	TCGA-DB-A64L-01	TCGA-FG-A713-01	TCGA-DU-6397-01	TCGA-TM-A84G-01	TCGA-HW-A5KJ-01	TCGA-HT-7695-01	TCGA-DU-5849-01	TCGA-TM-A84H-01	TCGA-DU-6394-01	TCGA-TM-A84R-01	TCGA-HT-7476-01	TCGA-HT-8109-01	TCGA-S9-A6WH-01	TCGA-HT-7470-01	TCGA-HT-7475-01	TCGA-S9-A6TY-01	TCGA-HT-A619-01	TCGA-P5-A77W-01	TCGA-P5-A733-01	TCGA-F6-A8O3-01	TCGA-DU-8164-01	TCGA-DU-A6S6-01	TCGA-E1-A7YS-01	TCGA-DU-5874-01	TCGA-HW-7487-01	TCGA-HT-A616-01	TCGA-HT-7687-01	TCGA-HT-7681-01	TCGA-HT-7877-01	TCGA-F6-A8O4-01	TCGA-HT-7880-01	TCGA-WY-A859-01	TCGA-VW-A7QS-01	TCGA-FG-8189-01	TCGA-DU-A6S8-01	TCGA-HT-7610-01	TCGA-IK-8125-01	TCGA-DU-7302-01	TCGA-HT-7480-01	TCGA-DB-A4XB-01	TCGA-QH-A6CZ-01	TCGA-HT-7607-01	TCGA-HT-A5RB-01	TCGA-E1-5311-01	TCGA-HT-A5R9-01	TCGA-HT-8105-01	TCGA-HT-7874-01	TCGA-HT-8107-01	TCGA-DB-5270-01	TCGA-P5-A5EZ-01	TCGA-P5-A781-01	TCGA-HW-7495-01	TCGA-DB-A64R-01	TCGA-QH-A6CY-01	TCGA-DH-A7UR-01	TCGA-HT-8558-01	TCGA-DU-A7T6-01	TCGA-HT-7694-01	TCGA-FG-A4MT-01	TCGA-HW-7489-01	TCGA-FG-7643-01	TCGA-S9-A7IQ-01	TCGA-TM-A7CF-01	TCGA-E1-A7YY-01	TCGA-E1-5318-01	TCGA-DU-A6S3-01	TCGA-HT-7875-01	TCGA-S9-A6WL-01	TCGA-06-0221-01	
Deletion Peak 12	5q33.3  	chr5:148383035-173172197(probes 558460:574824)    	chr5:159328953-159366358(probes 565825:565845)    	chr5:148618929-173094484(probes 558611:574795)    	0.016062	  0.015407		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	
Deletion Peak 13	7p22.3  	chr7:1612642-1766954(probes 677352:677400)            	chr7:1706714-1766954(probes 677383:677400)            	chr7:1-4368551(probes 677155:678577)                   	0.0088466	 0.0089959		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Deletion Peak 14	8p23.2  	chr8:2166023-6404670(probes 760647:762583)            	chr8:2926897-4996752(probes 760683:762182)            	chr8:1-4600689(probes 759849:761952)                   	0.001084	  0.001084		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Deletion Peak 15	8q24.3  	chr8:6967891-145138636(probes 763143:842763)        	chr8:144123091-145138636(probes 842753:842763)    	chr8:142423109-145138636(probes 842262:842763)    	0.017593	  0.018132		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	
Deletion Peak 16	9p24.1  	chr9:6255512-7797965(probes 846499:847106)            	chr9:6256145-7175773(probes 846500:846610)            	chr9:7060855-9728353(probes 846511:848374)            	0.016062	   0.19333		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
Deletion Peak 17	9p23    	chr9:8310705-10619051(probes 847441:848818)          	chr9:8310705-10619051(probes 847441:848818)          	chr9:7060855-9728353(probes 846511:848374)            	0.001084	  0.001084		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
Deletion Peak 18	9p21.3  	chr9:1-138394717(probes 842764:911988)               	chr9:21959053-21997723(probes 856569:856582)        	chr9:21906986-22333956(probes 856533:856823)        	0.001084	         1		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
Deletion Peak 19	9p21.3  	chr9:21959053-22448738(probes 856569:856888)        	chr9:21959053-21997723(probes 856569:856582)        	chr9:21906986-22333956(probes 856533:856823)        	0.001084	  0.001084		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	1	1	0	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	
Deletion Peak 20	9q21.32 	chr9:81994648-83245855(probes 876256:877019)        	chr9:82977234-83068104(probes 876838:876899)        	chr9:83015707-83020219(probes 876869:876870)        	0.076102	  0.081897		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	
Deletion Peak 21	11p12   	chr11:1-83035322(probes 994132:1038955)              	chr11:9777736-82414858(probes 999196:1038649)       	chr11:5483632-13552277(probes 996450:1002308)       	0.036382	  0.034068		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Deletion Peak 22	11p12   	chr11:38655116-41714729(probes 1018686:1020687)    	chr11:40111584-41460785(probes 1019539:1020504)    	chr11:40815700-40816273(probes 1020022:1020023)    	0.21464	   0.20898		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
Deletion Peak 23	12q12   	chr12:42714490-43729403(probes 1094817:1095069)    	chr12:43353747-43627185(probes 1094902:1095008)    	chr12:33368217-50694073(probes 1092396:1098839)    	0.001104	 0.0035358		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Deletion Peak 24	12q13.2 	chr12:53205557-123273687(probes 1100263:1143042)  	chr12:53299172-56263982(probes 1100324:1101926)    	chr12:53225976-56802198(probes 1100294:1102161)    	0.0073063	  0.022239		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Deletion Peak 25	12q24.11	chr12:109567600-109783129(probes 1135194:1135320)	chr12:109568374-109777338(probes 1135195:1135316)	chr12:108756826-116101292(probes 1134821:1139062)	0.0039067	 0.0039067		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	
Deletion Peak 26	13q14.2 	chr13:48259631-51083105(probes 1166478:1167539)    	chr13:48289859-48305565(probes 1166496:1166502)    	chr13:48275699-51056907(probes 1166486:1167522)    	0.017397	  0.019293		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0	1	0	0	1	
Deletion Peak 27	13q21.33	chr13:68879365-69702851(probes 1176198:1176682)    	chr13:69221203-69323660(probes 1176457:1176504)    	chr13:69089819-69287844(probes 1176357:1176493)    	0.15305	   0.15785		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	1	0	0	0	
Deletion Peak 28	14q23.2 	chr14:53151211-89418013(probes 1222947:1245793)    	chr14:63846344-64229670(probes 1229781:1230007)    	chr14:57539187-96129299(probes 1225953:1250348)    	0.0063879	  0.047257		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	1	
Deletion Peak 29	14q24.3 	chr14:60091538-96882323(probes 1227567:1250841)    	chr14:77797309-77937239(probes 1238295:1238398)    	chr14:57539187-96129299(probes 1225953:1250348)    	0.0053691	  0.055802		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	
Deletion Peak 30	18q23   	chr18:77990855-80373285(probes 1422899:1423649)    	chr18:78976334-80373285(probes 1423440:1423649)    	chr18:78304274-80373285(probes 1423074:1423649)    	0.063063	  0.064555		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	
Deletion Peak 31	19q13.41	chr19:52366282-52470938(probes 1445584:1445585)    	chr19:52366282-52470938(probes 1445584:1445585)    	chr19:41692084-58617616(probes 1441213:1448114)    	0.001084	  0.001084		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	1	0	0	1	1	1	1	1	1	1	0	
Deletion Peak 32	21q11.2 	chr21:1-44254691(probes 1486073:1506063)           	chr21:1-14644181(probes 1486073:1486489)           	chr21:1-14889787(probes 1486073:1486666)           	0.19559	   0.19559		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	
Deletion Peak 33	22q13.31	chr22:43007019-50818468(probes 1519820:1524234)    	chr22:46760807-47178255(probes 1522419:1522749)    	chr22:43077244-50818468(probes 1519857:1524234)    	0.056447	  0.055802		0: t>-0.1; 1: -0.1>t> -1.3; 2: t< -1.3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	
Amplification Peak  1 - CN values	4q12    	chr4:53642863-55014054(probes 402302:403488)        	chr4:54293346-55011661(probes 402802:403487)        	chr4:52424188-55589388(probes 401589:403797)        	0.0026601	 0.0026601		Actual Copy Change Given	-0.44792	-0.043162	-0.025412	-0.042525	-0.5291	-0.01849	0.014363	-0.021921	-0.016567	-0.031632	-0.0061552	-0.0047079	-0.00019532	-0.22552	-0.0081624	0.0077464	-0.0008316	0.020063	-0.031086	-0.016652	-0.36256	-0.019479	-0.27941	-0.015894	-0.34205	-0.27308	-0.018902	0.035524	0.46414	0.1041	-0.0073339	-0.84219	-0.012713	-0.81515	-0.037626	1.9063	-0.0013858	-0.0083005	-0.010646	-0.020824	-0.0094412	3.6569	-0.78328	-0.02151	-0.014641	0.0045051	-0.0023553	0.00095568	-0.00013862	-0.0081964	-0.0008316	0.40311	0	-0.049965	-0.74976	-0.037025	-0.010646	-0.015549	0.0029133	-0.016841	-0.0059425	-0.021706	0.62388	0.014029	-0.03394	-0.0027707	-0.46408	-0.0089432	-0.0037395	-0.010784	-0.021098	-0.027945	-0.014503	-0.0036484	0	-0.014641	-0.0065078	0.0113	-0.016642	-0.070983	0.059366	-0.0012473	-0.056846	-0.41102	-0.36986	-0.010442	-0.86798	-0.018078	-0.013895	-0.42713	-0.021737	-0.30639	-0.011887	-0.016979	-0.012576	-0.010508	-0.0048461	0.011715	0.040609	-0.030346	0.00074405	-0.88172	-0.0083005	-0.27207	1.5269	-0.23496	-0.022823	-0.027535	-0.0034627	0.001803	-0.35122	-0.80186	-0.12356	-0.006505	0.001803	-0.0018014	0.024268	-0.00013862	-0.016292	-0.014645	-0.0053435	-0.022469	0.0027745	-0.0067069	-0.0070576	0.0066653	0.0046776	0.0027745	-0.014503	0.023987	-0.005261	-0.021098	-0.27655	-0.011749	-0.54985	3.6569	
Amplification Peak  2 - CN values	7p11.2  	chr7:54218450-63672747(probes 709533:711051)        	chr7:55373083-55415139(probes 710461:710485)        	chr7:55373083-55955287(probes 710461:710743)        	0.10091	   0.10091		Actual Copy Change Given	0.032281	0.018103	-0.0075391	-0.022744	0.013353	0.0011093	0.0095883	0.012237	0.021043	0.82568	0.49381	0.79045	3.4926	0.017318	-0.001773	0.1775	-0.0035275	0.0011093	0.0072217	-0.0018014	-0.14703	0	0.83648	-0.00027724	0.010424	0.13628	-0.0015243	-0.90942	0.025228	0.011818	-0.055634	0.0073609	-0.0066432	0.0093098	0.028481	0.0114	0	0.004719	0.015028	-0.0020784	0	-0.024661	0.021043	-0.01904	0.010424	0.0023581	0.86473	0.0066814	-0.00027724	-0.0008316	0.0065262	0.0027745	0.007033	-0.0022168	0.034113	-0.021373	-0.0056757	0.00013863	-0.00094532	0.045282	0.0038854	0.011261	0.0030653	0.0043021	0.0044515	-0.00034204	0.20091	0.019083	0.00041593	0.0084743	0.0044411	0.00027728	0.0015255	0.0054975	0.72055	0.01419	0	0.022469	0.031718	0.096513	-0.012162	-0.005261	0.79316	0.70663	0.010424	-0.0068817	0.021603	0.00458	0.0024969	0.021884	-0.0016157	0	-0.015466	0.0038854	0.0013868	-0.00069303	0.00041593	-0.0029091	-0.0055375	0.0079269	-0.00050007	0.0058309	0.035242	0.0022193	0.010982	0.037217	0.0078372	0.0086135	0	0.019083	0.010006	0.89748	0.081466	0	0.020063	0.52537	0.039902	0.0026357	-0.0020784	-0.00013447	0	0.027497	-0.0063668	0.024127	0.0029133	-0.018628	-0.0013858	0.27489	0.43902	0.024689	-0.00027724	0.013492	0.0018829	0	0.0072217	-0.10487	
Amplification Peak  3 - CN values	7q11.22 	chr7:68529771-68709907(probes 712742:712873)        	chr7:68530263-68709787(probes 712743:712872)        	chr7:68530263-68715334(probes 712743:712875)        	0.1349	   0.17453		Actual Copy Change Given	0.032281	0.018103	-0.0075391	-0.022744	0.013353	0.0011093	0.0095883	0.012237	0.021043	0.82568	0.0022931	0.0011093	0.59476	0.017318	-0.001773	0.20989	-0.0035275	-0.030596	0.0072217	-0.0018014	0.17064	0	0.83648	-0.00027724	0.010424	0.016985	-0.0015243	-0.90942	-0.068327	-0.024251	-0.055634	0.0073609	-0.0066432	0.0093098	0.028481	-0.034223	0	0.004719	0.015028	-0.0020784	0	-0.16061	0.021043	-0.01904	0.010424	0.0023581	0.77483	0.0066814	-0.00027724	-0.0008316	0.0065262	0.0027745	0.007033	-0.0022168	0.034113	-0.021373	-0.0056757	0.00013863	-0.00094532	0.045282	0.033408	0.052383	0.0030653	-0.027124	0.0044515	-0.00034204	0.20091	0.019083	0.00041593	0.0084743	0.0467	0.00027728	0.0015255	0.0054975	0.67715	0.01419	0	-0.02603	0.031718	0.096513	-0.10289	-0.005261	0.79316	0.70663	0.010424	-0.0068817	0.021603	0.00458	0.0024969	0.021884	-0.0016157	0	0.68459	0.030732	0.0013868	-0.00069303	0.00041593	-0.0029091	-0.062764	0.0079269	-0.00050007	0.0058309	0.093766	0.0022193	-0.044822	0.037217	0.0078372	0.0086135	0	-0.048207	0.010006	0.89748	0.081466	0	0.020063	0.52537	-0.024251	0.0026357	-0.0020784	-0.00013447	0	0.027497	-0.0063668	0.024127	0.0029133	-0.018628	-0.0013858	0.27489	0.43902	0.024689	-0.00027724	0.013492	0.0018829	0	0.0072217	3.6569	
